STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00440766,37.2039,-80.4144,641,9/5/2004,,,0,0,0,79,54,54
USC00440766,37.2039,-80.4144,641,9/6/2004,,,0.07,0,0,78,54,65
USC00440766,37.2039,-80.4144,641,9/7/2004,,,0.07,0,0,69,64,65
USC00440766,37.2039,-80.4144,641,9/8/2004,,,1.62,0,0,71,65,66
USC00440766,37.2039,-80.4144,641,9/9/2004,,,0.9,0,0,75,64,64
USC00440766,37.2039,-80.4144,641,9/10/2004,,,0,0,0,70,53,53
USC00440766,37.2039,-80.4144,641,9/11/2004,,,0,0,0,77,52,54
USC00440766,37.2039,-80.4144,641,9/12/2004,,,0,0,0,79,54,57
USC00440766,37.2039,-80.4144,641,9/13/2004,,,0,0,0,79,55,58
USC00440766,37.2039,-80.4144,641,9/14/2004,,,0,0,0,78,58,64
USC00440766,37.2039,-80.4144,641,9/15/2004,,,0,0,0,73,54,57
USC00440766,37.2039,-80.4144,641,9/16/2004,,,0,0,0,75,57,63
USC00440766,37.2039,-80.4144,641,9/17/2004,,,0.48,0,0,74,63,68
USC00440766,37.2039,-80.4144,641,9/18/2004,,,1.09,0,0,73,56,56
USC00440766,37.2039,-80.4144,641,9/19/2004,,,0.03,0,0,66,42,42
USC00440766,37.2039,-80.4144,641,9/20/2004,,,0,0,0,74,39,39
USC00440766,37.2039,-80.4144,641,9/21/2004,,,0,0,0,68,39,42
USC00440766,37.2039,-80.4144,641,9/22/2004,,,0,0,0,78,42,46
USC00440766,37.2039,-80.4144,641,9/23/2004,,,0,0,0,83,46,51
USC00440766,37.2039,-80.4144,641,9/24/2004,,,0,0,0,82,50,51
USC00440766,37.2039,-80.4144,641,9/25/2004,,,0,0,0,77,51,57
USC00440766,37.2039,-80.4144,641,9/26/2004,,,0,0,0,77,52,53
USC00440766,37.2039,-80.4144,641,9/27/2004,,,0,0,0,78,53,60
USC00440766,37.2039,-80.4144,641,9/28/2004,,,3.52,0,0,65,60,65
USC00440766,37.2039,-80.4144,641,9/29/2004,,,1.07,0,0,70,53,53
USC00440766,37.2039,-80.4144,641,9/30/2004,,,0,0,0,72,52,52
USC00440766,37.2039,-80.4144,641,10/1/2004,,,0,0,0,74,52,58
USC00440766,37.2039,-80.4144,641,10/2/2004,,,0,0,0,71,54,54
USC00440766,37.2039,-80.4144,641,10/3/2004,,,0.11,0,0,69,51,52
USC00440766,37.2039,-80.4144,641,10/4/2004,,,0.19,0,0,68,44,45
USC00440766,37.2039,-80.4144,641,10/5/2004,,,0,0,0,72,42,42
USC00440766,37.2039,-80.4144,641,10/6/2004,,,0,0,0,67,42,47
USC00440766,37.2039,-80.4144,641,10/7/2004,,,0,0,0,68,42,45
USC00440766,37.2039,-80.4144,641,10/8/2004,,,0,0,0,71,37,38
USC00440766,37.2039,-80.4144,641,10/9/2004,,,0,0,0,73,38,48
USC00440766,37.2039,-80.4144,641,10/10/2004,,,0,0,0,74,37,49
USC00440766,37.2039,-80.4144,641,10/11/2004,,,0,0,0,71,37,37
USC00440766,37.2039,-80.4144,641,10/12/2004,,,0,0,0,69,35,39
USC00440766,37.2039,-80.4144,641,10/13/2004,,,0.51,0,0,74,39,53
USC00440766,37.2039,-80.4144,641,10/14/2004,,,0.31,0,0,57,52,52
USC00440766,37.2039,-80.4144,641,10/15/2004,,,0,0,0,60,51,52
USC00440766,37.2039,-80.4144,641,10/16/2004,,,0,0,0,54,40,40
USC00440766,37.2039,-80.4144,641,10/17/2004,,,0.02,0,0,56,40,41
USC00440766,37.2039,-80.4144,641,10/18/2004,,,0,0,0,61,33,35
USC00440766,37.2039,-80.4144,641,10/19/2004,,,0.37,0,0,60,35,57
USC00440766,37.2039,-80.4144,641,10/20/2004,,,0.01,0,0,66,52,56
USC00440766,37.2039,-80.4144,641,10/21/2004,,,0.19,0,0,64,50,51
USC00440766,37.2039,-80.4144,641,10/22/2004,,,0.05,0,0,59,46,51
USC00440766,37.2039,-80.4144,641,10/23/2004,,,0.03,0,0,53,46,46
USC00440766,37.2039,-80.4144,641,10/24/2004,,,0.28,0,0,49,46,47
USC00440766,37.2039,-80.4144,641,10/25/2004,,,0,0,0,64,47,50
USC00440766,37.2039,-80.4144,641,10/26/2004,,,0,0,0,75,48,53
USC00440766,37.2039,-80.4144,641,10/27/2004,,,0.07,0,0,75,52,55
USC00440766,37.2039,-80.4144,641,10/28/2004,,,0.09,0,0,58,55,56
USC00440766,37.2039,-80.4144,641,10/29/2004,,,0.03,0,0,56,54,55
USC00440766,37.2039,-80.4144,641,10/30/2004,,,0.02,0,0,70,53,53
USC00440766,37.2039,-80.4144,641,10/31/2004,,,0,0,0,80,52,62
USC00440766,37.2039,-80.4144,641,11/1/2004,,,0,0,0,76,49,49
USC00440766,37.2039,-80.4144,641,11/2/2004,,,0,0,0,82,49,51
USC00440766,37.2039,-80.4144,641,11/3/2004,,,0,0,0,79,51,63
USC00440766,37.2039,-80.4144,641,11/4/2004,,,0.39,0,0,70,52,52
USC00440766,37.2039,-80.4144,641,11/5/2004,,,0.72,0,0,54,43,43
USC00440766,37.2039,-80.4144,641,11/6/2004,,,0,0,0,53,34,39
USC00440766,37.2039,-80.4144,641,11/7/2004,,,0,0,0,61,33,34
USC00440766,37.2039,-80.4144,641,11/8/2004,,,0,0,0,70,33,43
USC00440766,37.2039,-80.4144,641,11/9/2004,,,0,0,0,55,25,26
USC00440766,37.2039,-80.4144,641,11/10/2004,,,0,0,0,52,25,26
USC00440766,37.2039,-80.4144,641,11/11/2004,,,0,0,0,56,25,29
USC00440766,37.2039,-80.4144,641,11/12/2004,,,0.46,0,0,54,29,46
USC00440766,37.2039,-80.4144,641,11/13/2004,,,0.75,0,0,49,41,41
USC00440766,37.2039,-80.4144,641,11/14/2004,,,0,0,0,56,24,25
USC00440766,37.2039,-80.4144,641,11/15/2004,,,0,0,0,51,22,22
USC00440766,37.2039,-80.4144,641,11/16/2004,,,0,0,0,58,22,32
USC00440766,37.2039,-80.4144,641,11/17/2004,,,0.01,0,0,48,30,40
USC00440766,37.2039,-80.4144,641,11/18/2004,,,0.03,0,0,61,40,51
USC00440766,37.2039,-80.4144,641,11/19/2004,,,0.02,0,0,58,49,50
USC00440766,37.2039,-80.4144,641,11/20/2004,,,0.06,0,0,64,48,50
USC00440766,37.2039,-80.4144,641,11/21/2004,,,0.06,0,0,60,40,43
USC00440766,37.2039,-80.4144,641,11/22/2004,,,0,0,0,59,42,47
USC00440766,37.2039,-80.4144,641,11/23/2004,,,0.33,0,0,57,47,51
USC00440766,37.2039,-80.4144,641,11/24/2004,,,0.41,0,0,52,48,49
USC00440766,37.2039,-80.4144,641,11/25/2004,,,0.85,0,0,59,49,49
USC00440766,37.2039,-80.4144,641,11/26/2004,,,0,0,0,49,24,24
USC00440766,37.2039,-80.4144,641,11/27/2004,,,0,0,0,46,23,24
USC00440766,37.2039,-80.4144,641,11/28/2004,,,0.15,0,0,45,24,40
USC00440766,37.2039,-80.4144,641,11/29/2004,,,0,0,0,46,29,31
USC00440766,37.2039,-80.4144,641,11/30/2004,,,0,0,0,50,31,39
USC00440766,37.2039,-80.4144,641,12/1/2004,,,0.58,0,0,52,39,49
USC00440766,37.2039,-80.4144,641,12/2/2004,,,0.02,0,0,52,29,29
USC00440766,37.2039,-80.4144,641,12/3/2004,,,0,0,0,53,29,35
USC00440766,37.2039,-80.4144,641,12/4/2004,,,0,0,0,46,22,22
USC00440766,37.2039,-80.4144,641,12/5/2004,,,0,0,0,50,21,40
USC00440766,37.2039,-80.4144,641,12/6/2004,,,0.23,0,0,57,35,40
USC00440766,37.2039,-80.4144,641,12/7/2004,,,0.57,0,0,54,40,54
USC00440766,37.2039,-80.4144,641,12/8/2004,,,0,0,0,61,45,46
USC00440766,37.2039,-80.4144,641,12/9/2004,,,0,0,0,56,34,41
USC00440766,37.2039,-80.4144,641,12/10/2004,,,0.69,0,0,43,40,43
USC00440766,37.2039,-80.4144,641,12/11/2004,,,0.12,0,0,52,37,39
USC00440766,37.2039,-80.4144,641,12/12/2004,,,0.01,0,0,42,31,32
USC00440766,37.2039,-80.4144,641,12/13/2004,,,0,0,0,41,31,39
USC00440766,37.2039,-80.4144,641,12/14/2004,,,0,0,0,41,22,22
USC00440766,37.2039,-80.4144,641,12/15/2004,,,0,0.3,0,28,15,15
USC00440766,37.2039,-80.4144,641,12/16/2004,,,0,0,0,31,12,14
USC00440766,37.2039,-80.4144,641,12/17/2004,,,0,0,0,48,13,31
USC00440766,37.2039,-80.4144,641,12/18/2004,,,0,0,0,46,17,17
USC00440766,37.2039,-80.4144,641,12/19/2004,,,0,0,0,47,17,27
USC00440766,37.2039,-80.4144,641,12/20/2004,,,0.01,0.1,0,38,0,0
USC00440766,37.2039,-80.4144,641,12/21/2004,,,0,0,0,19,0,14
USC00440766,37.2039,-80.4144,641,12/22/2004,,,0,0,0,45,14,23
USC00440766,37.2039,-80.4144,641,12/23/2004,,,0.03,0,0,53,23,51
USC00440766,37.2039,-80.4144,641,12/24/2004,,,0.11,0,0,55,18,18
USC00440766,37.2039,-80.4144,641,12/25/2004,,,0,0,0,25,8,8
USC00440766,37.2039,-80.4144,641,12/26/2004,,,0,0,0,33,8,16
USC00440766,37.2039,-80.4144,641,12/27/2004,,,0,0,0,37,16,16
USC00440766,37.2039,-80.4144,641,12/28/2004,,,0,0,0,30,12,12
USC00440766,37.2039,-80.4144,641,12/29/2004,,,0,0,0,42,12,25
USC00440766,37.2039,-80.4144,641,12/30/2004,,,0,0,0,48,25,41
USC00440766,37.2039,-80.4144,641,12/31/2004,,,0,0,0,56,31,34
USC00440766,37.2039,-80.4144,641,1/1/2005,,,0,0,0,58,33,42
USC00440766,37.2039,-80.4144,641,1/2/2005,,,0,0,0,59,34,36
USC00440766,37.2039,-80.4144,641,1/3/2005,,,0,0,0,58,36,44
USC00440766,37.2039,-80.4144,641,1/4/2005,,,0,0,0,64,44,54
USC00440766,37.2039,-80.4144,641,1/5/2005,,,0.17,0,0,60,47,52
USC00440766,37.2039,-80.4144,641,1/6/2005,,,0,0,0,62,44,46
USC00440766,37.2039,-80.4144,641,1/7/2005,,,0.05,0,0,57,38,38
USC00440766,37.2039,-80.4144,641,1/8/2005,,,0.25,0,0,47,38,41
USC00440766,37.2039,-80.4144,641,1/9/2005,,,0.02,0,0,54,25,27
USC00440766,37.2039,-80.4144,641,1/10/2005,,,0,0,0,55,27,29
USC00440766,37.2039,-80.4144,641,1/11/2005,,,0,0,0,55,28,36
USC00440766,37.2039,-80.4144,641,1/12/2005,,,0.18,0,0,59,35,44
USC00440766,37.2039,-80.4144,641,1/13/2005,,,0,0,0,67,44,57
USC00440766,37.2039,-80.4144,641,1/14/2005,,,1.15,0,0,64,40,40
USC00440766,37.2039,-80.4144,641,1/15/2005,,,0,0,0,41,23,24
USC00440766,37.2039,-80.4144,641,1/16/2005,,,0,0,0,40,24,24
USC00440766,37.2039,-80.4144,641,1/17/2005,,,0,0,0,41,11,11
USC00440766,37.2039,-80.4144,641,1/18/2005,,,0,0,0,20,5,5
USC00440766,37.2039,-80.4144,641,1/19/2005,,,0,0,0,23,5,15
USC00440766,37.2039,-80.4144,641,1/20/2005,,,0.02,0.2,0,31,15,29
USC00440766,37.2039,-80.4144,641,1/21/2005,,,0.18,2.2,2,35,28,28
USC00440766,37.2039,-80.4144,641,1/22/2005,,,0,0,2,32,20,21
USC00440766,37.2039,-80.4144,641,1/23/2005,,,0.17,1.5,4,31,8,8
USC00440766,37.2039,-80.4144,641,1/24/2005,,,0,0,3,15,6,7
USC00440766,37.2039,-80.4144,641,1/25/2005,,,0,0,1,32,7,22
USC00440766,37.2039,-80.4144,641,1/26/2005,,,0,0,0,47,19,36
USC00440766,37.2039,-80.4144,641,1/27/2005,,,0,0,0,47,23,23
USC00440766,37.2039,-80.4144,641,1/28/2005,,,0,0,0,36,11,12
USC00440766,37.2039,-80.4144,641,1/29/2005,,,0,0,0,30,10,16
USC00440766,37.2039,-80.4144,641,1/30/2005,,,0.52,1.4,1,30,16,30
USC00440766,37.2039,-80.4144,641,1/31/2005,,,0,0,1,39,20,20
USC00440766,37.2039,-80.4144,641,2/1/2005,,,0,0,1,42,19,27
USC00440766,37.2039,-80.4144,641,2/2/2005,,,0,0,0,39,15,15
USC00440766,37.2039,-80.4144,641,2/3/2005,,,0.15,0.6,1,38,15,27
USC00440766,37.2039,-80.4144,641,2/4/2005,,,0.09,0.8,0,40,27,32
USC00440766,37.2039,-80.4144,641,2/5/2005,,,0,0,0,46,22,22
USC00440766,37.2039,-80.4144,641,2/6/2005,,,0,0,0,58,20,21
USC00440766,37.2039,-80.4144,641,2/7/2005,,,0,0,0,55,21,24
USC00440766,37.2039,-80.4144,641,2/8/2005,,,0,0,0,61,24,39
USC00440766,37.2039,-80.4144,641,2/9/2005,,,0,0,0,58,35,38
USC00440766,37.2039,-80.4144,641,2/10/2005,,,0.06,0,0,56,33,33
USC00440766,37.2039,-80.4144,641,2/11/2005,,,0.02,0.4,0,33,18,18
USC00440766,37.2039,-80.4144,641,2/12/2005,,,0,0,0,32,18,30
USC00440766,37.2039,-80.4144,641,2/13/2005,,,0,0,0,50,26,27
USC00440766,37.2039,-80.4144,641,2/14/2005,,,0.35,0,0,50,27,39
USC00440766,37.2039,-80.4144,641,2/15/2005,,,0.05,0,0,48,38,38
USC00440766,37.2039,-80.4144,641,2/16/2005,,,0,0,0,61,31,32
USC00440766,37.2039,-80.4144,641,2/17/2005,,,0.06,0,0,55,32,32
USC00440766,37.2039,-80.4144,641,2/18/2005,,,0,0,0,37,20,20
USC00440766,37.2039,-80.4144,641,2/19/2005,,,0,0,0,34,16,25
USC00440766,37.2039,-80.4144,641,2/20/2005,,,0,0,0,44,25,32
USC00440766,37.2039,-80.4144,641,2/21/2005,,,0.43,0,0,38,30,38
USC00440766,37.2039,-80.4144,641,2/22/2005,,,0.19,0,0,59,37,42
USC00440766,37.2039,-80.4144,641,2/23/2005,,,0,0,0,60,33,33
USC00440766,37.2039,-80.4144,641,2/24/2005,,,0.11,0.9,1,52,29,29
USC00440766,37.2039,-80.4144,641,2/25/2005,,,0.06,0.1,0,32,25,26
USC00440766,37.2039,-80.4144,641,2/26/2005,,,0,0,0,41,21,21
USC00440766,37.2039,-80.4144,641,2/27/2005,,,0,0,0,49,20,23
USC00440766,37.2039,-80.4144,641,2/28/2005,,,0.45,4.7,4,41,23,27
USC00440766,37.2039,-80.4144,641,3/1/2005,,,0.3,3,5,35,22,22
USC00440766,37.2039,-80.4144,641,3/2/2005,,,0.01,0.1,5,30,18,18
USC00440766,37.2039,-80.4144,641,3/3/2005,,,0,0,4,30,17,17
USC00440766,37.2039,-80.4144,641,3/4/2005,,,0,0,3,35,12,24
USC00440766,37.2039,-80.4144,641,3/5/2005,,,0.01,0,1,45,19,39
USC00440766,37.2039,-80.4144,641,3/6/2005,,,0.15,0,0,49,33,34
USC00440766,37.2039,-80.4144,641,3/7/2005,,,0,0,0,55,33,33
USC00440766,37.2039,-80.4144,641,3/8/2005,,,0.26,0,0,60,33,35
USC00440766,37.2039,-80.4144,641,3/9/2005,,,0,0,0,36,20,20
USC00440766,37.2039,-80.4144,641,3/10/2005,,,0,0,0,38,20,26
USC00440766,37.2039,-80.4144,641,3/11/2005,,,0,0,0,42,26,33
USC00440766,37.2039,-80.4144,641,3/12/2005,,,0.19,2.1,2,42,26,26
USC00440766,37.2039,-80.4144,641,3/13/2005,,,0.05,0.8,0,50,26,33
USC00440766,37.2039,-80.4144,641,3/14/2005,,,0.31,0.1,0,58,31,31
USC00440766,37.2039,-80.4144,641,3/15/2005,,,0,0,0,48,22,22
USC00440766,37.2039,-80.4144,641,3/16/2005,,,0.02,0,0,51,22,34
USC00440766,37.2039,-80.4144,641,3/17/2005,,,0.35,3.6,2,36,29,30
USC00440766,37.2039,-80.4144,641,3/18/2005,,,0,0,0,40,23,25
USC00440766,37.2039,-80.4144,641,3/19/2005,,,0,0,0,53,24,24
USC00440766,37.2039,-80.4144,641,3/20/2005,,,0,0,0,56,24,32
USC00440766,37.2039,-80.4144,641,3/21/2005,,,0,0,0,55,28,33
USC00440766,37.2039,-80.4144,641,3/22/2005,,,0,0,0,55,28,32
USC00440766,37.2039,-80.4144,641,3/23/2005,,,0.14,0,0,58,28,44
USC00440766,37.2039,-80.4144,641,3/24/2005,,,0.44,0,0,62,43,43
USC00440766,37.2039,-80.4144,641,3/25/2005,,,0,0,0,53,32,33
USC00440766,37.2039,-80.4144,641,3/26/2005,,,0.19,0,0,59,33,42
USC00440766,37.2039,-80.4144,641,3/27/2005,,,0.01,0,0,49,41,41
USC00440766,37.2039,-80.4144,641,3/28/2005,,,1.26,0,0,44,40,44
USC00440766,37.2039,-80.4144,641,3/29/2005,,,0.74,0,0,53,44,44
USC00440766,37.2039,-80.4144,641,3/30/2005,,,0,0,0,59,34,37
USC00440766,37.2039,-80.4144,641,3/31/2005,,,0,0,0,72,37,47
USC00440766,37.2039,-80.4144,641,4/1/2005,,,0,0,0,64,37,40
USC00440766,37.2039,-80.4144,641,4/2/2005,,,0.7,0,0,59,37,43
USC00440766,37.2039,-80.4144,641,4/3/2005,,,0.16,0.2,0,45,32,36
USC00440766,37.2039,-80.4144,641,4/4/2005,,,0,0,0,55,36,46
USC00440766,37.2039,-80.4144,641,4/5/2005,,,0,0,0,68,35,35
USC00440766,37.2039,-80.4144,641,4/6/2005,,,0,0,0,76,35,42
USC00440766,37.2039,-80.4144,641,4/7/2005,,,0,0,0,77,42,56
USC00440766,37.2039,-80.4144,641,4/8/2005,,,0.1,0,0,62,49,54
USC00440766,37.2039,-80.4144,641,4/9/2005,,,0,0,0,62,48,48
USC00440766,37.2039,-80.4144,641,4/10/2005,,,0,0,0,67,34,35
USC00440766,37.2039,-80.4144,641,4/11/2005,,,0,0,0,78,35,44
USC00440766,37.2039,-80.4144,641,4/12/2005,,,0,0,0,79,44,49
USC00440766,37.2039,-80.4144,641,4/13/2005,,,0.35,0,0,49,40,40
USC00440766,37.2039,-80.4144,641,4/14/2005,,,0.28,0,0,42,28,28
USC00440766,37.2039,-80.4144,641,4/15/2005,,,0,0,0,65,28,40
USC00440766,37.2039,-80.4144,641,4/16/2005,,,0,0,0,61,26,26
USC00440766,37.2039,-80.4144,641,4/17/2005,,,0,0,0,64,26,28
USC00440766,37.2039,-80.4144,641,4/18/2005,,,0,0,0,73,28,43
USC00440766,37.2039,-80.4144,641,4/19/2005,,,0,0,0,73,42,48
USC00440766,37.2039,-80.4144,641,4/20/2005,,,0,0,0,77,43,48
USC00440766,37.2039,-80.4144,641,4/21/2005,,,0,0,0,76,47,57
USC00440766,37.2039,-80.4144,641,4/22/2005,,,0,0,0,76,52,53
USC00440766,37.2039,-80.4144,641,4/23/2005,,,0.35,0,0,70,49,51
USC00440766,37.2039,-80.4144,641,4/24/2005,,,0,0,0,58,31,31
USC00440766,37.2039,-80.4144,641,4/25/2005,,,0,0,0,40,31,39
USC00440766,37.2039,-80.4144,641,4/26/2005,,,0,0,0,60,36,38
USC00440766,37.2039,-80.4144,641,4/27/2005,,,0.11,0,0,61,37,38
USC00440766,37.2039,-80.4144,641,4/28/2005,,,0,0,0,55,38,40
USC00440766,37.2039,-80.4144,641,4/29/2005,,,0.08,0,0,59,40,43
USC00440766,37.2039,-80.4144,641,4/30/2005,,,0.22,0,0,58,43,53
USC00440766,37.2039,-80.4144,641,5/1/2005,,,0.06,0,0,67,41,41
USC00440766,37.2039,-80.4144,641,5/2/2005,,,0,0,0,58,30,33
USC00440766,37.2039,-80.4144,641,5/3/2005,,,0,0,0,52,29,35
USC00440766,37.2039,-80.4144,641,5/4/2005,,,0,0,0,59,35,44
USC00440766,37.2039,-80.4144,641,5/5/2005,,,0,0,0,61,41,44
USC00440766,37.2039,-80.4144,641,5/6/2005,,,0,0,0,59,43,45
USC00440766,37.2039,-80.4144,641,5/7/2005,,,0,0,0,64,35,39
USC00440766,37.2039,-80.4144,641,5/8/2005,,,0.04,0,0,69,39,49
USC00440766,37.2039,-80.4144,641,5/9/2005,,,0,0,0,75,37,40
USC00440766,37.2039,-80.4144,641,5/10/2005,,,0,0,0,81,40,48
USC00440766,37.2039,-80.4144,641,5/11/2005,,,0,0,0,79,48,48
USC00440766,37.2039,-80.4144,641,5/12/2005,,,0,0,0,82,48,54
USC00440766,37.2039,-80.4144,641,5/13/2005,,,0,0,0,83,54,54
USC00440766,37.2039,-80.4144,641,5/14/2005,,,0.41,0,0,83,54,54
USC00440766,37.2039,-80.4144,641,5/15/2005,,,0.49,0,0,77,54,57
USC00440766,37.2039,-80.4144,641,5/16/2005,,,0.01,0,0,68,41,44
USC00440766,37.2039,-80.4144,641,5/17/2005,,,0,0,0,68,44,49
USC00440766,37.2039,-80.4144,641,5/18/2005,,,0,0,0,69,47,52
USC00440766,37.2039,-80.4144,641,5/19/2005,,,0,0,0,77,52,59
USC00440766,37.2039,-80.4144,641,5/20/2005,,,0.41,0,0,75,56,56
USC00440766,37.2039,-80.4144,641,5/21/2005,,,0.01,0,0,71,41,46
USC00440766,37.2039,-80.4144,641,5/22/2005,,,0,0,0,70,40,48
USC00440766,37.2039,-80.4144,641,5/23/2005,,,0,0,0,73,48,54
USC00440766,37.2039,-80.4144,641,5/24/2005,,,0.13,0,0,72,47,52
USC00440766,37.2039,-80.4144,641,5/25/2005,,,0.11,0,0,57,45,46
USC00440766,37.2039,-80.4144,641,5/26/2005,,,0,0,0,59,46,52
USC00440766,37.2039,-80.4144,641,5/27/2005,,,0,0,0,73,47,55
USC00440766,37.2039,-80.4144,641,5/28/2005,,,0,0,0,75,49,55
USC00440766,37.2039,-80.4144,641,5/29/2005,,,0.01,0,0,71,42,49
USC00440766,37.2039,-80.4144,641,5/30/2005,,,0,0,0,74,46,52
USC00440766,37.2039,-80.4144,641,5/31/2005,,,0.01,0,0,76,49,53
USC00440766,37.2039,-80.4144,641,6/1/2005,,,0,0,0,73,50,54
USC00440766,37.2039,-80.4144,641,6/2/2005,,,0.23,0,0,67,51,52
USC00440766,37.2039,-80.4144,641,6/3/2005,,,0.03,0,0,57,52,55
USC00440766,37.2039,-80.4144,641,6/4/2005,,,0,0,0,69,55,60
USC00440766,37.2039,-80.4144,641,6/5/2005,,,0,0,0,78,56,58
USC00440766,37.2039,-80.4144,641,6/6/2005,,,0,0,0,87,58,60
USC00440766,37.2039,-80.4144,641,6/7/2005,,,0,0,0,87,58,60
USC00440766,37.2039,-80.4144,641,6/8/2005,,,0.21,0,0,82,60,64
USC00440766,37.2039,-80.4144,641,6/9/2005,,,0.03,0,0,81,61,63
USC00440766,37.2039,-80.4144,641,6/10/2005,,,1.16,0,0,81,61,66
USC00440766,37.2039,-80.4144,641,6/11/2005,,,0.04,0,0,82,61,63
USC00440766,37.2039,-80.4144,641,6/12/2005,,,0,0,0,80,59,67
USC00440766,37.2039,-80.4144,641,6/13/2005,,,0,0,0,78,67,71
USC00440766,37.2039,-80.4144,641,6/14/2005,,,0.25,0,0,81,65,68
USC00440766,37.2039,-80.4144,641,6/15/2005,,,0,0,0,87,64,68
USC00440766,37.2039,-80.4144,641,6/16/2005,,,0,0,0,80,55,59
USC00440766,37.2039,-80.4144,641,6/17/2005,,,0,0,0,75,48,51
USC00440766,37.2039,-80.4144,641,6/18/2005,,,0,0,0,74,48,50
USC00440766,37.2039,-80.4144,641,6/19/2005,,,0.01,0,0,74,50,55
USC00440766,37.2039,-80.4144,641,6/20/2005,,,0.16,0,0,76,55,58
USC00440766,37.2039,-80.4144,641,6/21/2005,,,0,0,0,73,52,57
USC00440766,37.2039,-80.4144,641,6/22/2005,,,0,0,0,79,55,58
USC00440766,37.2039,-80.4144,641,6/23/2005,,,0,0,0,80,51,59
USC00440766,37.2039,-80.4144,641,6/24/2005,,,0,0,0,83,54,59
USC00440766,37.2039,-80.4144,641,6/25/2005,,,0,0,0,84,54,59
USC00440766,37.2039,-80.4144,641,6/26/2005,,,0,0,0,84,59,63
USC00440766,37.2039,-80.4144,641,6/27/2005,,,0,0,0,85,59,62
USC00440766,37.2039,-80.4144,641,6/28/2005,,,1.02,0,0,85,62,64
USC00440766,37.2039,-80.4144,641,6/29/2005,,,0,0,0,82,62,64
USC00440766,37.2039,-80.4144,641,6/30/2005,,,0.88,0,0,83,63,64
USC00440766,37.2039,-80.4144,641,7/1/2005,,,0.2,0,0,83,61,63
USC00440766,37.2039,-80.4144,641,7/2/2005,,,0.01,0,0,84,63,65
USC00440766,37.2039,-80.4144,641,7/3/2005,,,0.27,0,0,82,63,66
USC00440766,37.2039,-80.4144,641,7/4/2005,,,0,0,0,77,65,66
USC00440766,37.2039,-80.4144,641,7/5/2005,,,0.03,0,0,81,65,67
USC00440766,37.2039,-80.4144,641,7/6/2005,,,0.03,0,0,83,64,66
USC00440766,37.2039,-80.4144,641,7/7/2005,,,0.02,0,0,80,66,67
USC00440766,37.2039,-80.4144,641,7/8/2005,,,1.78,0,0,69,60,62
USC00440766,37.2039,-80.4144,641,7/9/2005,,,0,0,0,77,55,57
USC00440766,37.2039,-80.4144,641,7/10/2005,,,0,0,0,82,57,59
USC00440766,37.2039,-80.4144,641,7/11/2005,,,0,0,0,83,59,68
USC00440766,37.2039,-80.4144,641,7/12/2005,,,0,0,0,81,68,70
USC00440766,37.2039,-80.4144,641,7/13/2005,,,0.1,0,0,85,67,69
USC00440766,37.2039,-80.4144,641,7/14/2005,,,0.28,0,0,84,67,67
USC00440766,37.2039,-80.4144,641,7/15/2005,,,0.15,0,0,79,67,67
USC00440766,37.2039,-80.4144,641,7/16/2005,,,0.66,0,0,82,65,66
USC00440766,37.2039,-80.4144,641,7/17/2005,,,0.29,0,0,85,64,65
USC00440766,37.2039,-80.4144,641,7/18/2005,,,0.09,0,0,85,65,65
USC00440766,37.2039,-80.4144,641,7/19/2005,,,0.02,0,0,83,65,67
USC00440766,37.2039,-80.4144,641,7/20/2005,,,0.93,0,0,84,66,66
USC00440766,37.2039,-80.4144,641,7/21/2005,,,0,0,0,85,64,65
USC00440766,37.2039,-80.4144,641,7/22/2005,,,0,0,0,86,65,70
USC00440766,37.2039,-80.4144,641,7/23/2005,,,0.17,0,0,86,64,67
USC00440766,37.2039,-80.4144,641,7/24/2005,,,0,0,0,85,57,62
USC00440766,37.2039,-80.4144,641,7/25/2005,,,0,0,0,84,62,67
USC00440766,37.2039,-80.4144,641,7/26/2005,,,0,0,0,88,63,67
USC00440766,37.2039,-80.4144,641,7/27/2005,,,0,0,0,90,67,71
USC00440766,37.2039,-80.4144,641,7/28/2005,,,0.11,0,0,88,63,66
USC00440766,37.2039,-80.4144,641,7/29/2005,,,0.28,0,0,78,65,66
USC00440766,37.2039,-80.4144,641,7/30/2005,,,0,0,0,76,65,68
USC00440766,37.2039,-80.4144,641,7/31/2005,,,0.05,0,0,81,66,66
USC00440766,37.2039,-80.4144,641,8/1/2005,,,0.12,0,0,79,61,63
USC00440766,37.2039,-80.4144,641,8/2/2005,,,0,0,0,84,59,62
USC00440766,37.2039,-80.4144,641,8/3/2005,,,0,0,0,87,62,65
USC00440766,37.2039,-80.4144,641,8/4/2005,,,0,0,0,87,61,63
USC00440766,37.2039,-80.4144,641,8/5/2005,,,0,0,0,88,62,64
USC00440766,37.2039,-80.4144,641,8/6/2005,,,0,0,0,91,63,65
USC00440766,37.2039,-80.4144,641,8/7/2005,,,0.37,0,0,86,63,64
USC00440766,37.2039,-80.4144,641,8/8/2005,,,0.07,0,0,78,64,65
USC00440766,37.2039,-80.4144,641,8/9/2005,,,0.7,0,0,79,65,67
USC00440766,37.2039,-80.4144,641,8/10/2005,,,0.95,0,0,79,65,68
